"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.681209885E2,3.749877870E-2,-3.308123651E-1,-1.366184396E0
3.681309625E2,7.119781740E-2,-2.703142945E-1,-1.334888928E0
3.681409355E2,9.082414292E-2,-1.888443080E-1,-1.247771847E0
3.681509095E2,1.733562031E-1,-1.609004644E-1,-1.208031245E0
3.681608825E2,1.857445528E-1,-1.513089842E-1,-1.141720896E0
3.681708565E2,2.666328876E-1,-1.549063374E-1,-9.039274997E-1
3.681808305E2,2.527812722E-1,-1.953890964E-1,-5.729850340E-1
3.681908035E2,1.754162503E-1,-2.675434452E-1,-2.477816105E-1
3.682007775E2,6.334588386E-2,-3.305240974E-1,-2.954831958E-2
3.682107505E2,-3.471886620E-2,-4.674888383E-1,9.065464675E-2
3.682207245E2,-1.239068851E-1,-4.141030285E-1,2.627879047E-1
3.682306985E2,-1.881945361E-1,-2.960958378E-1,3.188942778E-1
3.682406715E2,-2.044261875E-1,-2.784676521E-1,2.597689873E-1
3.682506455E2,-1.294748231E-1,-2.991080309E-1,2.831338763E-1
3.682606185E2,8.655728348E-2,-2.317293955E-1,5.998488969E-1
3.682705925E2,4.057553241E-1,-1.800781623E-1,1.000345162E0
3.682805665E2,6.227421349E-1,-1.777943860E-1,1.496684309E0
3.682905395E2,5.930398873E-1,-1.131038618E-1,2.250858184E0
3.683005135E2,5.821501060E-1,-3.112370566E-2,2.935619177E0
3.683104875E2,6.143611745E-1,-1.713450533E-1,3.090728851E0
3.683204605E2,7.049820536E-1,-4.007975431E-1,2.800283031E0
3.683304345E2,7.675283307E-1,-5.162154405E-1,2.285199466E0
3.683404075E2,8.909879038E-1,-4.728001566E-1,1.743212861E0
3.683503815E2,1.064357190E0,-3.351151849E-1,1.209306523E0
3.683603555E2,1.109804308E0,-2.571460725E-1,7.984975237E-1
3.683703285E2,1.052961259E0,-1.699085386E-1,8.511633950E-1
3.683803025E2,1.032380814E0,-1.398813321E-1,1.316812261E0
3.683902755E2,9.656110932E-1,-1.971935472E-1,1.634227193E0
3.684002495E2,7.007507160E-1,-3.835438715E-1,1.523639973E0
3.684102235E2,5.691600779E-1,-6.254516615E-1,1.235676881E0
3.684201965E2,5.461674372E-1,-7.589962198E-1,1.105181646E0
3.684301705E2,5.353834905E-1,-7.742596453E-1,1.179403278E0
3.684401435E2,6.253168101E-1,-7.950828959E-1,1.148032966E0
3.684501175E2,9.888946328E-1,-6.928213799E-1,9.843272996E-1
3.684600915E2,1.338361005E0,-4.916711681E-1,7.431156206E-1
3.684700645E2,1.501159183E0,-3.298102985E-1,3.800900674E-1
3.684800385E2,1.630254302E0,-2.469396114E-1,-1.726957601E-1
3.684900125E2,1.692947125E0,-1.953975749E-1,-8.147551221E-1
3.684999855E2,1.668898843E0,-1.565600762E-1,-1.395702894E0
3.685099595E2,1.663961600E0,-1.863349754E-1,-1.789291844E0
3.685199325E2,1.570846591E0,-2.485407253E-1,-1.827025096E0
3.685299065E2,1.306421759E0,-3.518050388E-1,-1.388635949E0
3.685398805E2,9.207484042E-1,-5.242803589E-1,-7.507088149E-1
3.685498535E2,6.352424587E-1,-6.524158041E-1,-2.430313325E-1
3.685598275E2,4.864472656E-1,-6.593460703E-1,6.079817891E-2
3.685698005E2,4.520774051E-1,-5.781263445E-1,1.329674381E-1
3.685797745E2,5.621199571E-1,-4.699161637E-1,-1.471615541E-1
3.685897485E2,8.046152461E-1,-3.792811051E-1,-7.859365350E-1
3.685997215E2,1.087680052E0,-2.206319650E-1,-1.461602184E0
3.686096955E2,1.367976567E0,6.836242944E-2,-1.938458408E0
3.686196685E2,1.438743518E0,2.566685012E-1,-2.346554300E0
3.686296425E2,1.311089591E0,2.166261837E-1,-2.521576667E0
3.686396165E2,9.522434811E-1,3.113890842E-2,-2.440377553E0
3.686495895E2,4.285022356E-1,-1.783085024E-1,-2.225258489E0
3.686595635E2,2.811370522E-2,-3.981494853E-1,-2.017416869E0
3.686695375E2,-3.848429766E-1,-4.307468355E-1,-1.475193452E0
3.686795105E2,-5.240421579E-1,-3.619055191E-1,-9.238518870E-1
3.686894845E2,-3.874979049E-1,-2.806055403E-1,-7.523606533E-1
3.686994575E2,-6.724319927E-2,-3.606211782E-2,-8.221740693E-1
3.687094315E2,5.422185201E-1,3.869320406E-1,-1.219648494E0
3.687194055E2,1.164226537E0,8.279803544E-1,-1.872268512E0
3.687293785E2,1.938271151E0,5.210493337E-1,-2.780500731E0
3.687393525E2,9.314379184E-1,7.420925041E-1,-2.610707529E0
3.687493255E2,-2.743843952E-1,1.578910925E0,-1.484400478E0
3.687592995E2,-2.811862419E-1,1.230218067E0,-9.351627409E-1
3.687692735E2,-1.080071144E0,5.547019601E-1,-4.350983334E-1
3.687792465E2,-2.138595151E0,2.402778786E-1,6.137927520E-1
3.687892205E2,-2.539963821E0,1.025934917E-1,1.743128661E0
3.687991935E2,-2.330240568E0,5.674912825E-2,2.367118957E0
3.688091675E2,-1.741591282E0,2.567521164E-1,2.426768743E0
3.688191415E2,-6.192336593E-1,6.654837464E-1,2.036484055E0
3.688291145E2,2.973733082E-1,1.129988604E0,1.291186253E0
3.688390885E2,7.420964509E-1,1.390652800E0,7.916814244E-1
3.688490625E2,8.052545661E-1,1.412042061E0,8.601406252E-1
3.688590355E2,3.783554178E-1,1.218819651E0,1.183836052E0
3.688690095E2,-3.129728756E-1,8.024759692E-1,1.324863877E0
3.688789825E2,-1.068045029E0,4.291772966E-1,1.411058852E0
3.688889565E2,-1.725745181E0,1.859392650E-1,1.605272366E0
3.688989305E2,-2.129758839E0,-5.206170782E-2,1.767341396E0
3.689089035E2,-2.178180217E0,-1.738739741E-1,2.201683100E0
3.689188775E2,-1.778390733E0,-2.143350984E-1,2.941633623E0
3.689288505E2,-1.254875044E0,-1.246287239E-1,3.474252403E0
3.689388245E2,-8.667220319E-1,9.042251229E-2,3.553367570E0
3.689487985E2,-6.188485470E-1,2.868534364E-1,3.032858958E0
3.689587715E2,-5.385894457E-1,3.849369706E-1,1.912858713E0
3.689687455E2,-4.909038672E-1,4.145095561E-1,5.348524171E-1
3.689787185E2,-4.416249955E-1,3.660378926E-1,-6.734951627E-1
3.689886925E2,-5.011915315E-1,3.271961546E-1,-1.479541442E0
3.689986665E2,-6.952756025E-1,3.504816677E-1,-1.626516470E0
3.690086395E2,-1.132108732E0,4.678314851E-1,-9.449901563E-1
3.690186135E2,-1.467401160E0,4.646504536E-1,1.772583425E-1
3.690285865E2,-1.508500654E0,3.118358114E-1,1.136648437E0
3.690385605E2,-1.518496177E0,1.581265453E-1,1.691731051E0
3.690485345E2,-1.461915156E0,-1.264483774E-1,2.005442356E0
3.690585075E2,-1.184808078E0,-3.351977769E-1,1.950912393E0
3.690684815E2,-1.013115847E0,-3.540277116E-1,1.240619532E0
3.690784555E2,-9.603124925E-1,-2.951735857E-1,2.336342722E-1
3.690884285E2,-7.870749148E-1,-2.543285917E-1,-5.635686779E-1
3.690984025E2,-6.163928626E-1,-3.168497989E-1,-1.007017420E0
3.691083755E2,-4.990844873E-1,-4.458653963E-1,-1.153438132E0
3.691183495E2,-3.168096723E-1,-5.409056009E-1,-1.130862617E0
3.691283235E2,-3.215994190E-1,-5.066891567E-1,-9.897862601E-1
3.691382965E2,-4.088194113E-1,-4.788542175E-1,-9.253955519E-1
3.691482705E2,-4.340079007E-1,-5.102639982E-1,-1.106318344E0
3.691582435E2,-2.880642486E-1,-5.189547148E-1,-1.441978928E0
3.691682175E2,-1.363346303E-1,-5.329748762E-1,-1.946234035E0
3.691781915E2,-3.812340751E-2,-5.879194075E-1,-2.448571841E0
3.691881645E2,2.261990990E-1,-5.739042163E-1,-2.684104704E0
3.691981385E2,7.102132650E-1,-4.976088694E-1,-2.545169013E0
3.692081125E2,9.482382846E-1,-4.314175111E-1,-2.256221250E0
3.692180855E2,8.729573565E-1,-3.966745251E-1,-1.878099355E0
3.692280595E2,8.376307453E-1,-4.623671159E-1,-1.492415841E0
3.692380325E2,6.545358583E-1,-5.722286966E-1,-1.002432033E0
3.692480065E2,2.035776834E-1,-7.128115484E-1,-1.891001236E-1
3.692579805E2,1.226729033E-1,-9.169413552E-1,4.378903788E-1
3.692679535E2,4.535519998E-1,-1.091309419E0,4.335909212E-1
3.692779275E2,8.493367980E-1,-1.152035677E0,-1.146522045E-2
3.692879005E2,1.316364218E0,-1.143636444E0,-5.922673970E-1
3.692978745E2,1.733788172E0,-9.737429622E-1,-1.060237023E0
3.693078485E2,1.953459440E0,-7.086763975E-1,-1.210862467E0
3.693178215E2,2.029447223E0,-4.081309748E-1,-1.065752701E0
3.693277955E2,2.029061307E0,-3.093410969E-1,-1.003718421E0
3.693377685E2,1.891944831E0,-3.798783982E-1,-7.721879768E-1
3.693477425E2,1.706813943E0,-6.194777074E-1,-3.401284415E-1
3.693577165E2,1.342231130E0,-9.084418425E-1,1.123121488E-1
3.693676895E2,1.061999666E0,-1.150178309E0,5.130966818E-1
3.693776635E2,1.103612545E0,-1.183640462E0,8.113485342E-1
3.693876375E2,1.631156235E0,-1.005508838E0,7.827597427E-1
3.693976105E2,2.224591029E0,-6.653716260E-1,6.165602392E-1
3.694075845E2,2.555160735E0,-3.889942074E-1,3.561919123E-1
3.694175575E2,2.746103901E0,-3.864044756E-1,2.063634431E-1
3.694275315E2,2.739379018E0,-4.401681617E-1,2.627194923E-1
3.694375055E2,2.348724494E0,-6.566481650E-1,6.935440958E-1
3.694474785E2,1.633501846E0,-1.089983855E0,1.466029111E0
3.694574525E2,9.555231113E-1,-1.545856761E0,2.234670167E0
3.694674255E2,3.560443432E-1,-1.773532136E0,2.652339705E0
3.694773995E2,1.238747254E-2,-1.737261272E0,2.633291815E0
3.694873735E2,1.459001635E-1,-1.492244225E0,2.249165999E0
3.694973465E2,6.138666462E-1,-1.094128654E0,1.698496279E0
3.695073205E2,1.225099780E0,-6.947801971E-1,1.237912856E0
3.695172935E2,1.747510857E0,-3.333885022E-1,1.025380016E0
3.695272675E2,2.061307824E0,4.928179532E-2,8.280341488E-1
3.695372415E2,1.938572721E0,2.160205583E-1,4.575662595E-1
3.695472145E2,1.514615088E0,2.151088312E-2,1.824769825E-1
3.695571885E2,1.053218902E0,-1.673249464E-1,1.230458826E-1
3.695671625E2,7.357522950E-1,-2.803631732E-1,2.734877247E-1
3.695771355E2,4.361957096E-1,-2.881716911E-1,3.549201429E-1
3.695871095E2,2.684879167E-1,-2.932514597E-1,2.491966367E-1
3.695970825E2,4.030024185E-1,-3.628263094E-1,-8.531087637E-2
3.696070565E2,4.510497569E-1,-3.285006684E-1,-3.486057347E-1
3.696170305E2,4.265126839E-1,-1.963740599E-1,-3.451313192E-1
3.696270035E2,2.953913214E-1,-5.886318907E-2,-1.586022162E-1
3.696369775E2,1.066311768E-1,9.065888599E-2,-1.484877026E-1
3.696469505E2,1.110710042E-1,2.541916206E-1,-3.121711493E-1
3.696569245E2,1.595379900E-1,4.002449812E-1,-6.164748698E-1
3.696668985E2,6.252051283E-2,4.825777245E-1,-1.055575622E0
3.696768715E2,-1.686125398E-1,5.035160190E-1,-1.429677556E0
3.696868455E2,-4.319443087E-1,4.193759014E-1,-1.540066556E0
3.696968195E2,-7.274763653E-1,3.136016706E-1,-1.387484633E0
3.697067925E2,-9.567775583E-1,2.092877819E-1,-1.152177472E0
3.697167665E2,-1.089897316E0,1.101045325E-1,-1.062908615E0
3.697267395E2,-1.236901142E0,1.016225615E-1,-1.067544288E0
3.697367135E2,-1.250793980E0,1.819616966E-1,-1.066024597E0
3.697466875E2,-1.134970871E0,3.452981110E-1,-1.057516898E0
3.697566605E2,-9.711371505E-1,5.823543200E-1,-1.111934010E0
3.697666345E2,-7.861835799E-1,8.592667589E-1,-1.220122703E0
3.697766075E2,-6.654341912E-1,1.033639793E0,-1.240186839E0
3.697865815E2,-4.910872139E-1,1.204099431E0,-1.180170432E0
3.697965555E2,-5.737790859E-1,1.286566076E0,-1.030951243E0
3.698065285E2,-9.828231034E-1,1.250597514E0,-6.683145297E-1
3.698165025E2,-1.361650465E0,1.133011907E0,-1.401951814E-1
3.698264755E2,-1.652769591E0,9.733114377E-1,2.532341391E-1
3.698364495E2,-1.891560230E0,7.664077118E-1,4.103084779E-1
3.698464235E2,-1.961359321E0,6.470049369E-1,4.838617730E-1
3.698563965E2,-1.886993262E0,6.006295002E-1,5.568911576E-1
3.698663705E2,-1.669043415E0,6.790891939E-1,5.610111058E-1
3.698763445E2,-1.394178818E0,7.835956022E-1,6.065410352E-1
3.698863175E2,-1.164731956E0,8.543928123E-1,7.073932260E-1
3.698962915E2,-9.601552024E-1,8.785589160E-1,8.454459876E-1
3.699062645E2,-8.436700420E-1,9.405351627E-1,8.396595830E-1
3.699162385E2,-1.076210008E0,8.678870165E-1,6.517072678E-1
3.699262125E2,-1.422143126E0,4.359352161E-1,2.517641491E-1
3.699361855E2,-1.804300477E0,-9.462563708E-2,2.364029288E-2
3.699461595E2,-2.276710770E0,-3.900788659E-1,1.693610930E-1
3.699561325E2,-2.502440484E0,-4.553545502E-1,3.261337155E-1
3.699661065E2,-2.605754353E0,-4.897550355E-1,5.123002911E-1
3.699760805E2,-2.363672023E0,-3.916536672E-1,9.016073245E-1
3.699860535E2,-1.964697204E0,-2.504662134E-1,1.402395617E0
3.699960275E2,-1.653541131E0,-1.293336859E-1,1.733076128E0
3.700060005E2,-1.604795379E0,-6.431469440E-2,1.781441372E0
3.700159745E2,-1.653436320E0,3.732043862E-2,1.433708042E0
3.700259478E2,-1.698301128E0,1.582410045E-1,7.891747230E-1
3.700359208E2,-1.712193089E0,1.726869893E-1,1.162788999E-1
3.700458948E2,-1.773459046E0,6.734545246E-2,-2.752068061E-1
3.700558688E2,-1.885035176E0,3.169263974E-2,-3.271107852E-1
3.700658418E2,-1.970663410E0,5.496353477E-2,-7.984606862E-2
3.700758158E2,-1.821324645E0,4.723950908E-2,3.329270107E-1
3.700857888E2,-1.267136509E0,-5.893847197E-2,8.443379402E-1
3.700957628E2,-5.133999331E-1,-1.418477507E-1,1.379177493E0
3.701057368E2,-8.086786956E-2,-7.095640048E-2,1.848377373E0
3.701157098E2,-4.146216765E-2,-4.131087095E-2,2.381271558E0
3.701256838E2,-1.869708601E-1,-2.505609383E-1,2.721530392E0
3.701356568E2,-3.545649245E-1,-5.666080606E-1,2.561678626E0
3.701456308E2,-3.599771073E-1,-8.308378887E-1,1.895935702E0
3.701556048E2,-2.076274650E-1,-8.485339022E-1,1.098554996E0
3.701655778E2,-3.320626460E-2,-6.288439237E-1,4.307614535E-1
3.701755518E2,2.143394838E-1,-4.287962043E-1,-1.210098821E-1
3.701855248E2,5.841850832E-1,-2.998566207E-1,-6.616305774E-1
3.701954988E2,8.683410528E-1,-2.021854614E-1,-9.939851457E-1
3.702054728E2,8.028041442E-1,-1.140660211E-2,-1.074538143E0
3.702154458E2,6.162835197E-1,8.268810779E-2,-1.281530746E0
3.702254198E2,4.151406900E-1,-1.786324382E-4,-1.795655953E0
3.702353938E2,2.212218759E-1,-2.690872563E-1,-2.265711281E0
3.702453668E2,7.584978908E-2,-4.202352959E-1,-2.490564204E0
3.702553408E2,4.118961431E-2,-4.493655396E-1,-2.319165357E0
3.702653138E2,1.581437945E-1,-5.054825838E-1,-1.875476294E0
3.702752878E2,1.893234142E-1,-3.786279711E-1,-1.471178754E0
3.702852618E2,4.022261640E-1,-2.501747297E-1,-1.131851381E0
3.702952348E2,7.114587220E-1,-1.799024534E-1,-9.504520404E-1
3.703052088E2,8.627388355E-1,1.832429677E-2,-9.072194821E-1
3.703151818E2,1.069783114E0,2.301607338E-1,-9.037105680E-1
3.703251558E2,1.361549892E0,3.358129039E-1,-8.487461561E-1
3.703351298E2,1.312616006E0,3.834083623E-1,-8.185938191E-1
3.703451028E2,9.490678583E-1,2.203660628E-1,-8.188926119E-1
3.703550768E2,4.772672101E-1,-1.604534447E-1,-6.814684260E-1
3.703650508E2,8.187651426E-2,-4.290422259E-1,-3.731827515E-1
3.703750238E2,-2.775136788E-1,-4.753811176E-1,-2.032310897E-1
3.703849978E2,-2.978448496E-1,-5.052359775E-1,-2.537118566E-1
3.703949708E2,-3.638682101E-2,-3.756195787E-1,-3.793071252E-1
3.704049448E2,3.594390539E-1,5.504861176E-3,-3.557171184E-1
3.704149188E2,8.795674876E-1,4.069890136E-1,-3.795076847E-2
3.704248918E2,1.372588851E0,6.040863740E-1,3.613099802E-1
3.704348658E2,1.528276084E0,5.959879804E-1,8.880552328E-1
3.704448388E2,1.369003484E0,4.605971637E-1,1.564802032E0
3.704548128E2,1.058258836E0,3.232826132E-1,2.185183427E0
3.704647868E2,8.395401536E-1,2.839741212E-1,2.552027797E0
3.704747598E2,7.667331094E-1,2.846187767E-1,2.379413897E0
3.704847338E2,8.042963536E-1,1.611328912E-1,1.756366172E0
3.704947068E2,9.256356532E-1,7.308288664E-2,1.334600660E0
3.705046808E2,9.721783204E-1,1.025204015E-1,1.135913442E0
3.705146548E2,9.802458700E-1,-1.652218491E-2,9.838525057E-1
3.705246278E2,6.958000977E-1,-2.314320646E-1,1.245361040E0
3.705346018E2,1.518112052E-1,-4.626643007E-1,1.960930427E0
3.705445748E2,-3.358044620E-1,-7.371979460E-1,2.592243776E0
3.705545488E2,-7.515211393E-1,-9.223205012E-1,2.653054234E0
3.705645228E2,-8.853499454E-1,-1.040401805E0,2.136066231E0
3.705744958E2,-6.868538578E-1,-1.082009130E0,1.443876350E0
3.705844698E2,-2.560468325E-1,-1.021107748E0,7.591323137E-1
3.705944438E2,3.359888686E-2,-9.660660066E-1,2.118931550E-1
3.706044168E2,3.311499322E-1,-8.450875533E-1,-1.484654832E-1
3.706143908E2,5.925206911E-1,-6.713140051E-1,-3.373726487E-1
3.706243638E2,7.337244806E-1,-4.106527327E-1,-5.137884074E-1
3.706343378E2,9.531313808E-1,-1.982878536E-1,-8.029513478E-1
3.706443118E2,1.164681962E0,1.171197295E-2,-1.118539610E0
3.706542848E2,1.190299491E0,1.942692085E-1,-1.267433109E0
3.706642588E2,1.048086582E0,2.504292297E-1,-1.207738885E0
3.706742318E2,8.662222411E-1,1.519523241E-1,-9.125772858E-1
3.706842058E2,8.022025388E-1,8.648470491E-3,-6.201323032E-1
3.706941798E2,6.320283904E-1,-6.882128969E-2,-5.305821955E-1
3.707041528E2,4.072482645E-1,-1.043915105E-1,-6.198913980E-1
3.707141268E2,2.255208220E-1,-1.155696326E-1,-8.567001235E-1
3.707241008E2,1.504402889E-1,-1.316624857E-1,-1.288129329E0
3.707340738E2,1.223250305E-1,-1.123982491E-1,-1.830728722E0
3.707440478E2,9.942327753E-2,-7.320567816E-2,-2.412325535E0
3.707540208E2,9.673310151E-2,-2.447980687E-2,-2.846664315E0
3.707639948E2,6.157779092E-2,1.796717808E-2,-3.086076806E0
3.707739688E2,-5.043310752E-2,-1.922009021E-2,-3.027270189E0
3.707839418E2,-2.511696334E-1,-9.766092673E-2,-2.627734621E0
3.707939158E2,-5.497991063E-1,-1.529770486E-1,-1.974270850E0
3.708038888E2,-8.550199992E-1,-1.923764648E-1,-1.389858018E0
3.708138628E2,-1.115127467E0,-1.503440474E-1,-9.847670102E-1
3.708238368E2,-1.153713316E0,-2.341225147E-2,-8.799966002E-1
3.708338098E2,-9.647213662E-1,1.482313022E-2,-1.135990040E0
3.708437838E2,-8.046160501E-1,4.709771410E-2,-1.626453905E0
3.708537568E2,-7.392145045E-1,2.377521738E-1,-1.920674686E0
3.708637308E2,-7.792701975E-1,4.920797423E-1,-1.686798924E0
3.708737048E2,-1.030418342E0,5.980153562E-1,-1.087295598E0
3.708836778E2,-1.367535833E0,4.936011878E-1,-4.838325369E-1
3.708936518E2,-1.615101243E0,2.608967690E-1,-7.476893127E-2
3.709036258E2,-2.090252711E0,1.089492689E-1,7.519788301E-1
3.709135988E2,-2.310275835E0,-2.347642466E-2,1.615018505E0
3.709235728E2,-2.169172288E0,-1.833353537E-1,1.912380411E0
3.709335458E2,-1.859358444E0,-1.672778763E-1,1.636102980E0
3.709435198E2,-1.409844385E0,4.438986853E-2,1.098811104E0
3.709534938E2,-9.802076438E-1,4.999132571E-1,5.340361458E-1
3.709634668E2,-7.465185539E-1,1.048037392E0,-4.908211291E-2
3.709734408E2,-6.333504459E-1,1.439089527E0,-5.804589450E-1
3.709834138E2,-5.910204052E-1,1.389940171E0,-1.068151814E0
3.709933878E2,-7.185432816E-1,1.254411360E0,-1.214124044E0
3.710033618E2,-1.006929492E0,1.128156672E0,-3.739972687E-1
3.710133348E2,-1.636157359E0,8.387022476E-1,1.220749524E0
3.710233097E2,-2.257431770E0,2.565269986E-1,2.874781821E0
3.710332837E2,-2.731625610E0,-2.412663504E-1,4.038339145E0
3.710432567E2,-3.032160800E0,-4.215009257E-1,4.904474920E0
3.710532307E2,-2.945893027E0,-4.300473623E-1,5.556232474E0
3.710632037E2,-2.429923316E0,-3.161590965E-1,5.611727228E0
3.710731777E2,-1.509302892E0,-1.165491875E-1,4.721849418E0
3.710831517E2,-6.731532468E-1,7.141248330E-2,3.045340424E0
3.710931247E2,-2.271227580E-1,2.209604323E-1,1.521495214E0
3.711030987E2,-3.921168398E-2,1.917509589E-1,7.066278255E-1
3.711130717E2,-5.868448354E-2,8.715771943E-2,4.822912109E-1
3.711230457E2,-2.564282537E-1,1.586057246E-3,5.471198756E-1
3.711330197E2,-4.922986839E-1,-1.469093929E-1,6.958870751E-1
3.711429927E2,-6.913332635E-1,-3.906081851E-1,6.557126105E-1
3.711529667E2,-8.014399157E-1,-6.503061287E-1,2.386108375E-1
3.711629397E2,-8.200168853E-1,-8.011238006E-1,-1.491876143E-1
3.711729137E2,-9.434646177E-1,-7.547221975E-1,-3.214664680E-1
3.711828877E2,-9.110016073E-1,-6.815352304E-1,-5.461387128E-1
3.711928607E2,-6.582895515E-1,-6.226735032E-1,-8.230704474E-1
3.712028347E2,-4.832647358E-1,-5.203938608E-1,-1.274001287E0
3.712128087E2,-3.120214971E-1,-4.895202698E-1,-1.579370955E0
3.712227817E2,-3.792040315E-1,-4.351965666E-1,-1.603686601E0
3.712327557E2,-6.467147689E-1,-4.275049929E-1,-1.449592588E0
3.712427287E2,-5.828784863E-1,-5.492013381E-1,-1.510789547E0
3.712527027E2,-4.304159927E-1,-6.564987686E-1,-1.713719505E0
3.712626767E2,-3.817132545E-1,-6.920967637E-1,-1.814036676E0
3.712726497E2,-2.131844029E-1,-5.987866040E-1,-1.740867543E0
3.712826237E2,1.488564792E-1,-4.463673797E-1,-1.664418706E0
3.712925967E2,4.899520867E-1,-2.781994110E-1,-1.718596083E0
3.713025707E2,7.348827410E-1,-1.629507905E-1,-1.820005513E0
3.713125447E2,8.063445602E-1,-1.679136148E-1,-1.808930887E0
3.713225177E2,8.805629030E-1,-1.918082616E-1,-1.758150158E0
3.713324917E2,9.749764323E-1,-2.069809091E-1,-1.836869468E0
3.713424657E2,9.934561189E-1,-2.453444910E-1,-1.823661777E0
3.713524387E2,8.662654375E-1,-2.272643155E-1,-1.572449605E0
3.713624127E2,7.027461514E-1,-2.589936465E-1,-1.321844375E0
3.713723857E2,5.979586017E-1,-3.684280881E-1,-1.090026248E0
3.713823597E2,3.946798937E-1,-4.365063429E-1,-9.548362827E-1
3.713923337E2,-9.318488315E-3,-6.039404860E-1,-6.044301903E-1
3.714023067E2,-3.302027563E-1,-8.210204136E-1,8.876482666E-2
3.714122807E2,-9.817571925E-2,-9.210639346E-1,8.466581154E-1
3.714222537E2,3.297658231E-1,-8.417777368E-1,1.214985339E0
3.714322277E2,7.320556122E-1,-5.416167685E-1,1.159685297E0
3.714422017E2,1.061676315E0,-2.568024024E-1,1.016176499E0
3.714521747E2,1.226232531E0,-1.437064344E-1,1.067852436E0
3.714621487E2,1.320244576E0,-1.132044339E-1,1.185186174E0
3.714721217E2,1.388603497E0,-1.555920696E-1,1.113149062E0
3.714820957E2,1.301983868E0,-2.652408117E-1,9.495761275E-1
3.714920697E2,1.192800126E0,-4.086104465E-1,8.753299373E-1
3.715020427E2,8.612176824E-1,-5.526773617E-1,1.058776388E0
3.715120167E2,5.780324236E-1,-6.785109043E-1,1.533204848E0
3.715219907E2,5.363141845E-1,-8.708293355E-1,1.985013939E0
3.715319637E2,4.620262232E-1,-1.077066186E0,2.236077007E0
3.715419377E2,3.348581998E-1,-1.178675153E0,2.371568103E0
3.715519107E2,1.899296974E-1,-1.144688212E0,2.458070058E0
3.715618847E2,1.032307103E-1,-1.082342568E0,2.360631471E0
3.715718587E2,9.985854791E-2,-1.018827918E0,2.031629696E0
3.715818317E2,2.410224667E-1,-9.838028044E-1,1.623130347E0
3.715918057E2,5.748689338E-1,-1.033606610E0,1.306059231E0
3.716017787E2,8.428052388E-1,-1.037758279E0,1.052925664E0
3.716117527E2,1.071970484E0,-8.845949967E-1,8.259414303E-1
3.716217267E2,1.239180387E0,-6.278025346E-1,7.765605247E-1
3.716316997E2,1.361113398E0,-3.536878422E-1,6.931815684E-1
3.716416737E2,1.470377978E0,-2.577882430E-1,5.471105200E-1
3.716516477E2,1.523069577E0,-1.611263131E-1,2.222386336E-1
3.716616207E2,1.566544210E0,-7.715927303E-2,-3.790013158E-1
3.716715947E2,1.561377172E0,1.389574720E-1,-9.896219534E-1
3.716815677E2,1.571582756E0,4.233004063E-1,-1.432444459E0
3.716915417E2,1.515307106E0,5.246814778E-1,-1.799034474E0
3.717015157E2,1.330516672E0,4.886481576E-1,-1.966926162E0
3.717114887E2,1.109506904E0,4.973726419E-1,-1.910898142E0
3.717214627E2,8.426540883E-1,5.238555586E-1,-1.782573393E0
3.717314357E2,5.222058398E-1,5.028602538E-1,-1.785081849E0
3.717414097E2,1.934499953E-1,4.626996763E-1,-1.868951971E0
3.717513837E2,-9.557115013E-2,4.311400607E-1,-1.948227936E0
3.717613567E2,-3.202165891E-1,3.680714080E-1,-1.965460850E0
3.717713307E2,-3.402982665E-1,3.189384243E-1,-1.878063102E0
3.717813047E2,-1.345111030E-1,4.208448681E-1,-1.765664999E0
3.717912777E2,1.034014490E-1,6.493118097E-1,-1.823322639E0
3.718012517E2,1.903923766E-1,8.313177989E-1,-2.005668059E0
3.718112247E2,1.450580731E-1,8.696103372E-1,-2.060117916E0
3.718211987E2,9.063657520E-2,7.793809292E-1,-1.885572681E0
3.718311727E2,-1.537761072E-1,6.462785666E-1,-1.567161384E0
3.718411457E2,-5.657321842E-1,4.100452070E-1,-1.157336470E0
3.718511197E2,-1.112771989E0,1.794754605E-1,-4.977524185E-1
3.718610927E2,-1.731090998E0,6.494210064E-3,2.452696466E-1
3.718710667E2,-2.070027631E0,-2.260600814E-1,6.933973306E-1
3.718810407E2,-1.955466789E0,-3.405150886E-1,6.772601849E-1
3.718910137E2,-1.449281370E0,-2.936604725E-1,9.085228264E-2
3.719009877E2,-8.914787044E-1,1.016304553E-2,-7.326081741E-1
3.719109607E2,-5.087026089E-1,4.758902639E-1,-1.234662389E0
3.719209347E2,-4.129035818E-1,8.118091486E-1,-1.344799958E0
3.719309087E2,-5.684321361E-1,9.295074601E-1,-9.905791426E-1
3.719408817E2,-8.905439539E-1,8.266881198E-1,-3.796486026E-1
3.719508557E2,-1.461939130E0,4.185822880E-1,1.662766868E-1
3.719608287E2,-2.285077990E0,1.341132000E-2,1.221017327E0
3.719708027E2,-2.583256021E0,-2.903170346E-1,2.269662829E0
3.719807767E2,-2.316254028E0,-4.653054880E-1,2.642571931E0
3.719907497E2,-1.762218504E0,-3.530338311E-1,2.187263866E0
3.720007237E2,-1.042458856E0,7.914820343E-2,1.224059048E0
3.720106977E2,-6.303726051E-2,4.594334216E-1,4.645454961E-1
3.720206702E2,-4.895540740E-1,8.586824758E-1,-3.983544302E-1
