"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.689676875E1,-4.509136630E-1,4.876019445E-1,-2.308061494E0
5.690674475E1,-5.486025833E-2,7.327075768E-1,-2.662671150E0
5.691672075E1,1.845467506E-1,8.675136718E-1,-2.947126497E0
5.692669775E1,8.613701485E-2,9.113251045E-1,-2.935530884E0
5.693667375E1,-2.743093316E-1,8.154611734E-1,-2.746615532E0
5.694665063E1,-9.843405289E-1,8.215595269E-1,-2.326693062E0
5.695662663E1,-1.771278911E0,8.240975109E-1,-1.794281273E0
5.696660263E1,-2.516619397E0,7.543451983E-1,-1.345707446E0
5.697657963E1,-2.909266360E0,5.977447763E-1,-1.184313769E0
5.698655563E1,-2.976310243E0,5.349502118E-1,-1.092123644E0
5.699653163E1,-2.536171902E0,6.963842346E-1,-1.003344784E0
5.700650863E1,-1.769503697E0,9.133071645E-1,-1.001971858E0
5.701648462E1,-1.228938257E0,1.209209021E0,-1.017029023E0
5.702646062E1,-8.568215995E-1,1.392281981E0,-9.395575082E-1
5.703643763E1,-6.436518511E-1,1.377606200E0,-6.508757937E-1
5.704641363E1,-7.111510853E-1,1.381362306E0,-2.211843807E-1
5.705639063E1,-1.073137077E0,1.464086958E0,4.713569176E-1
5.706636663E1,-1.644747503E0,1.465833229E0,1.028003077E0
5.707634263E1,-2.096675585E0,1.338427224E0,1.315209539E0
5.708631962E1,-2.310298054E0,1.210615861E0,1.108986429E0
5.709629563E1,-2.157962884E0,1.218265042E0,6.544946355E-1
5.710627163E1,-1.676235198E0,1.328191089E0,2.553268576E-1
5.711624863E1,-9.739983393E-1,1.380591350E0,3.348583460E-2
5.712622463E1,-3.891855575E-1,1.466367080E0,1.444034225E-1
5.713620063E1,-3.599489676E-1,1.375262929E0,2.140215415E-1
5.714617763E1,-8.086471206E-1,1.036461367E0,3.396863919E-1
5.715615363E1,-1.452651997E0,5.565951423E-1,7.260364884E-1
5.716613063E1,-1.729469858E0,1.236998937E-1,1.361313080E0
5.717610663E1,-1.656831798E0,-2.727085832E-1,1.718655725E0
5.718608263E1,-1.809133639E0,-5.461243871E-1,1.848444031E0
5.719605963E1,-2.012359466E0,-7.787612705E-1,2.250915486E0
5.720603563E1,-2.128951046E0,-1.183755653E0,2.796647817E0
5.721601163E1,-2.109678623E0,-1.619767029E0,3.339802696E0
5.722598863E1,-2.009757455E0,-1.702800268E0,3.951464723E0
5.723596462E1,-1.932873148E0,-1.657464174E0,4.067348351E0
5.724594062E1,-1.902184913E0,-1.716247549E0,3.631751835E0
5.725591763E1,-1.809114490E0,-1.742449945E0,2.820971065E0
5.726589363E1,-1.446105309E0,-1.656096072E0,1.783086779E0
5.727587063E1,-7.225117868E-1,-1.589962455E0,6.514739639E-1
5.728584663E1,-9.858644960E-2,-1.534931531E0,-7.913270831E-2
5.729582263E1,8.114087971E-2,-1.607944982E0,-5.374801558E-1
5.730579962E1,-1.764482108E-1,-1.743883975E0,-5.348693740E-1
5.731577563E1,-4.678184385E-1,-1.651655550E0,-1.699844062E-1
5.732575163E1,-7.591542408E-1,-1.575802837E0,1.121110046E-1
5.733572863E1,-9.918857760E-1,-1.517287265E0,-5.008023262E-2
5.734570463E1,-9.575360884E-1,-1.392099840E0,-4.866163963E-1
5.735568063E1,-1.803748171E-1,-1.189386814E0,-9.449790466E-1
5.736565763E1,5.310562585E-1,-8.188706848E-1,-1.368407507E0
5.737563363E1,9.498784286E-1,-5.112555398E-1,-1.988712888E0
5.738560963E1,1.223110630E0,-2.886004382E-1,-2.793786190E0
5.739558663E1,1.480541169E0,-1.005500360E-1,-3.410669780E0
5.740556263E1,1.522779701E0,8.530736804E-2,-3.174505418E0
5.741553963E1,1.354607493E0,1.425568718E-1,-2.239094755E0
5.742551563E1,9.719761529E-1,-3.002033606E-2,-1.430676845E0
5.743549163E1,6.037222021E-1,-2.208414415E-1,-1.094330968E0
5.744546863E1,3.935351916E-1,-4.159829083E-1,-1.105138961E0
5.745544462E1,4.325286648E-1,-6.562312585E-1,-1.280969998E0
5.746542062E1,6.124581251E-1,-6.689786272E-1,-1.478732772E0
5.747539763E1,8.286148504E-1,-3.743086329E-1,-1.662596714E0
5.748537363E1,1.096488006E0,-9.933922380E-2,-1.630376217E0
5.749534963E1,1.124408606E0,-5.292168707E-3,-1.361765070E0
5.750532663E1,1.013619073E0,-9.242971525E-2,-9.446837622E-1
5.751530263E1,7.555948944E-1,-3.543589564E-1,-3.903127545E-1
5.752527863E1,4.052406961E-1,-6.147620742E-1,3.051229155E-1
5.753525562E1,2.020204237E-1,-7.720499825E-1,1.349319271E0
5.754523163E1,1.028739022E-1,-5.760571611E-1,2.409948642E0
5.755520763E1,3.420510790E-1,-8.112203340E-1,2.541640803E0
5.756518463E1,4.822081439E-1,-8.011074284E-1,1.815513682E0
5.757516063E1,1.210802314E0,-5.480409582E-1,5.752186704E-1
5.758513763E1,2.253891865E0,-2.549067351E-1,-4.743313962E-1
5.759511363E1,2.983580963E0,4.305334121E-2,-1.022578615E0
5.760508963E1,3.278417457E0,2.783311196E-1,-1.004300219E0
5.761506663E1,3.067442315E0,2.890066735E-1,-2.813995922E-1
5.762504263E1,2.255491517E0,4.668636248E-2,1.125807699E0
5.763501863E1,1.205043318E0,-3.584081532E-1,2.389817263E0
5.764499563E1,3.867229661E-1,-7.051554966E-1,3.249528118E0
5.765497163E1,8.438555449E-3,-1.010134132E0,3.553873939E0
5.766494763E1,3.137079072E-1,-1.099440703E0,3.265569370E0
5.767492462E1,1.055060483E0,-8.234924702E-1,2.338626060E0
5.768490062E1,1.988018092E0,-3.737960514E-1,1.436330518E0
5.769487662E1,2.596769814E0,-1.234358919E-1,5.594411284E-1
5.770485363E1,2.669742188E0,-1.621933568E-1,-4.749751747E-2
5.771482963E1,2.315756138E0,-2.867624391E-1,-3.263336903E-1
5.772480663E1,1.843641713E0,-1.827339676E-1,-6.462108850E-2
5.773478263E1,1.430107619E0,1.617500648E-1,5.010923481E-1
5.774475863E1,1.479218237E0,2.535628257E-1,1.068267004E0
5.775473562E1,1.347209157E0,4.277077451E-2,1.437445582E0
5.776471163E1,1.122814802E0,5.238878645E-2,1.982370998E0
5.777468763E1,1.179444427E0,2.010369951E-1,2.054450794E0
5.778466463E1,1.423752280E0,2.454002588E-1,1.860162436E0
5.779464063E1,1.649781225E0,4.120997724E-1,1.432708753E0
5.780461663E1,1.770315290E0,6.674635405E-1,6.999579066E-1
5.781459363E1,1.717653512E0,1.203562438E0,-1.353051549E-1
5.782456963E1,1.221908004E0,1.373325892E0,-8.818355495E-1
5.783454563E1,6.926757842E-1,7.522755032E-1,-1.799746665E0
5.784452263E1,4.566114092E-1,3.994122646E-1,-2.355751970E0
5.785449863E1,6.484591395E-2,4.538217757E-1,-2.564796946E0
5.786447463E1,-6.126361728E-2,3.669352209E-1,-2.450139479E0
5.787445163E1,2.212110586E-1,2.549087086E-1,-1.944717268E0
5.788442763E1,5.041597974E-1,3.243731189E-1,-1.501724024E0
5.789440363E1,5.726033570E-1,5.529016024E-1,-1.367532179E0
5.790438062E1,8.287686322E-1,8.170878688E-1,-1.556154585E0
5.791435662E1,1.002408060E0,9.938773376E-1,-1.944700896E0
5.792433262E1,1.052310391E0,1.083332647E0,-2.369251437E0
5.793430963E1,9.772362350E-1,1.093851204E0,-2.728155872E0
5.794428563E1,8.095446682E-1,1.114529955E0,-2.875112774E0
5.795426158E1,3.568434383E-1,1.086097357E0,-2.742158200E0
5.796423858E1,-1.892422110E-1,8.606772535E-1,-2.242846913E0
5.797421458E1,-6.034572136E-1,6.201311338E-1,-1.549437304E0
5.798419058E1,-7.798365735E-1,4.867348024E-1,-9.550000048E-1
5.799416758E1,-6.162786958E-1,5.626266915E-1,-6.353087515E-1
5.800414358E1,-3.936135077E-1,7.908620833E-1,-4.559454113E-1
5.801411958E1,-7.132612724E-2,9.061589433E-1,-3.273189461E-1
5.802409658E1,9.306918137E-2,9.267367570E-1,-1.723905355E-1
5.803407258E1,6.353949979E-3,7.872284773E-1,-2.482067031E-1
5.804404958E1,-3.222301509E-1,6.098561141E-1,-2.458105141E-1
5.805402558E1,-6.319729880E-1,4.602037923E-1,1.116993606E-2
5.806400158E1,-9.527738236E-1,2.519940908E-1,3.105234039E-1
5.807397858E1,-1.350451585E0,1.203728279E-1,3.253004873E-1
5.808395458E1,-1.921516393E0,2.553477614E-1,2.289793038E-1
5.809393058E1,-2.247614148E0,3.427895093E-1,1.379785019E-1
5.810390758E1,-2.262019203E0,3.734486537E-1,2.144320160E-1
5.811388358E1,-2.045010172E0,3.975146239E-1,4.389001930E-1
5.812385958E1,-1.527028142E0,3.910571051E-1,8.514475697E-1
5.813383658E1,-9.369598827E-1,4.789705771E-1,1.402755221E0
5.814381258E1,-6.155537141E-1,4.484042573E-1,2.137168431E0
5.815378858E1,-9.441360243E-1,1.564159423E-1,2.873363287E0
5.816376558E1,-1.233954438E0,-2.414977540E-1,3.468472431E0
5.817374158E1,-1.180146313E0,-6.794337411E-1,3.708168511E0
5.818371758E1,-1.205854619E0,-9.016064474E-1,3.604738283E0
5.819369458E1,-1.228488314E0,-7.845424126E-1,3.063534620E0
5.820367058E1,-1.185561419E0,-4.662753949E-1,2.353166916E0
5.821364658E1,-1.000112589E0,-2.125623688E-1,1.658835785E0
5.822362358E1,-9.732397362E-1,-8.834806636E-2,1.123679312E0
5.823359958E1,-1.031222115E0,-8.633136168E-2,5.738170928E-1
5.824357558E1,-9.485906524E-1,-1.429587217E-1,1.050276875E-2
5.825355258E1,-7.746818143E-1,-1.125015986E-1,-5.132884705E-1
5.826352858E1,-5.832620271E-1,1.710836828E-2,-8.525521088E-1
5.827350458E1,-5.273004823E-1,7.294620797E-2,-1.118184684E0
5.828348158E1,-4.302974404E-1,1.217657809E-1,-1.004660407E0
5.829345758E1,-3.110383243E-1,1.595311926E-1,-7.023535109E-1
5.830343358E1,-3.548719765E-1,2.141702069E-1,-4.321337950E-1
5.831341058E1,-5.459584723E-1,1.802024156E-2,-1.940252334E-1
5.832338658E1,-8.170752972E-1,-2.291933119E-1,-2.183449727E-1
5.833336258E1,-8.914304649E-1,-3.463178654E-1,-3.069343829E-1
5.834333958E1,-7.435524807E-1,-3.193028520E-1,-5.975328147E-1
5.835331558E1,-5.108726568E-1,-1.392008623E-1,-1.216262956E0
5.836329158E1,-2.201010743E-1,-1.376405329E-1,-1.895543354E0
5.837326858E1,-9.765729049E-2,9.913179383E-2,-2.294996476E0
5.838324458E1,-1.641238333E-1,3.092861331E-1,-2.390802519E0
5.839322058E1,-1.706399887E-1,3.145100355E-1,-2.005728285E0
5.840319758E1,-2.691124907E-1,1.612322938E-1,-1.614058977E0
5.841317358E1,-4.049075875E-1,-2.045633778E-2,-1.407244713E0
5.842314958E1,-5.393856538E-1,1.880230665E-2,-1.294823806E0
5.843312658E1,-3.727539679E-1,-5.857623696E-2,-1.368351374E0
5.844310258E1,1.026923096E-1,-3.981632262E-2,-1.387969952E0
5.845307858E1,5.403631255E-1,1.899701893E-1,-1.514303139E0
5.846305558E1,9.979612523E-1,2.879706931E-1,-1.683412802E0
5.847303158E1,1.017555711E0,3.558309929E-1,-1.797314808E0
5.848300758E1,7.101251914E-1,3.503476202E-1,-1.775774251E0
5.849298458E1,3.262403907E-1,3.095374171E-1,-1.667166313E0
5.850296058E1,-3.011926364E-2,3.090553142E-1,-1.522503859E0
5.851293658E1,-1.646055160E-1,2.404247899E-1,-1.404568443E0
5.852291358E1,-1.347379385E-1,7.605195656E-2,-1.270646739E0
5.853288958E1,5.601745885E-2,-1.123570262E-1,-1.206023312E0
5.854286558E1,7.210396772E-1,-1.943121855E-1,-1.126745008E0
5.855284258E1,1.211348444E0,-9.977294102E-2,-8.795732617E-1
5.856281858E1,1.398302566E0,5.591136843E-2,-3.387590235E-1
5.857279458E1,1.453707858E0,6.226787657E-2,3.742820281E-1
5.858277158E1,1.273529124E0,-1.139214487E-1,1.119307349E0
5.859274758E1,1.081099376E0,-2.674010655E-1,1.735332568E0
5.860272358E1,1.089886061E0,-2.986326523E-1,2.134199799E0
5.861270058E1,1.269272351E0,-1.307307319E-1,2.346482964E0
5.862267658E1,1.288532348E0,4.139806755E-2,2.377926366E0
5.863265258E1,1.338245376E0,-1.618385039E-1,2.264498568E0
5.864262958E1,1.375960355E0,-6.331422850E-1,2.212664756E0
5.865260558E1,1.126107661E0,-1.147642372E0,2.408614308E0
5.866258158E1,7.409331474E-1,-1.521305764E0,2.884722673E0
5.867255858E1,4.329893889E-1,-1.760282930E0,3.295100148E0
5.868253458E1,4.133155547E-1,-1.878925567E0,3.480474426E0
5.869251058E1,5.235271644E-1,-1.849571959E0,3.492261828E0
5.870248758E1,6.652246416E-1,-1.649010124E0,3.335551770E0
5.871246358E1,1.017588528E0,-1.332656461E0,2.996446592E0
5.872243958E1,1.396815035E0,-9.392457055E-1,2.268577001E0
5.873241658E1,1.696990913E0,-5.517893158E-1,1.217065778E0
5.874239258E1,1.776663027E0,-1.951542576E-1,2.381220102E-2
5.875236858E1,1.727420262E0,2.642532170E-2,-7.787643403E-1
5.876234558E1,1.599737830E0,2.521795207E-1,-1.086914359E0
5.877232158E1,1.473284921E0,3.732485327E-1,-1.037219458E0
5.878229758E1,1.094789828E0,2.831633317E-1,-6.138716894E-1
5.879227358E1,5.750682873E-1,7.690660022E-2,-9.979852259E-2
5.880225058E1,1.921235727E-1,-6.313194886E-2,4.283407062E-1
5.881222658E1,7.971582189E-2,-4.206179962E-2,7.705595273E-1
5.882220258E1,1.788750245E-1,1.534202676E-1,7.115219450E-1
5.883217958E1,1.629564916E-1,3.949216761E-1,2.853938252E-1
5.884215558E1,2.186950017E-2,5.054526168E-1,-2.456871378E-1
5.885213158E1,-8.599434279E-2,4.791735486E-1,-7.244115472E-1
5.886210858E1,-1.659729239E-1,4.696402482E-1,-1.125918796E0
5.887208458E1,-2.334849855E-1,5.345895117E-1,-1.407844053E0
5.888206058E1,-3.166837745E-1,5.386515724E-1,-1.591521469E0
5.889203758E1,-4.146283277E-1,5.170994664E-1,-1.764120750E0
5.890201358E1,-5.202265939E-1,4.405295196E-1,-1.938744337E0
5.891198958E1,-5.857156650E-1,4.149564296E-1,-2.022815019E0
5.892196658E1,-4.681801984E-1,3.853291726E-1,-2.168710651E0
5.893194258E1,-3.329056318E-1,5.138014906E-1,-2.186511329E0
5.894191858E1,-2.592294720E-1,6.766444731E-1,-2.163691401E0
5.895189575E1,-2.751759255E-1,8.327855963E-1,-2.185398020E0
5.896187175E1,-3.369133865E-1,9.523596215E-1,-2.139497377E0
5.897184775E1,-4.560124350E-1,1.018498647E0,-1.960736300E0
5.898182475E1,-5.863541809E-1,1.051805557E0,-1.724340388E0
5.899180075E1,-7.459051810E-1,1.012060059E0,-1.407820079E0
5.900177675E1,-8.561832297E-1,8.137681121E-1,-1.052197101E0
5.901175375E1,-9.542739268E-1,7.327922152E-1,-6.592414051E-1
5.902172975E1,-9.446021935E-1,6.847891328E-1,-1.326809245E-1
5.903170575E1,-8.455008052E-1,6.017458067E-1,1.275482386E-1
5.904168175E1,-7.286935363E-1,5.602074060E-1,2.254592800E-1
5.905165875E1,-6.373632438E-1,5.633313540E-1,7.680434704E-2
5.906163475E1,-8.134309470E-1,8.140803534E-1,-2.146308213E-1
5.907161075E1,-9.222011449E-1,1.225232731E0,-4.606915963E-1
5.908158775E1,-1.077281145E0,1.361515979E0,-5.583079380E-1
5.909156375E1,-1.296110778E0,9.988080753E-1,-5.426338917E-1
5.910153975E1,-1.557786543E0,7.597820856E-1,-5.523396850E-2
5.911151675E1,-1.377163420E0,6.423635633E-1,8.788096154E-1
5.912149275E1,-1.086211451E0,3.866623378E-1,1.910217526E0
5.913146875E1,-1.205986767E0,1.285042584E-1,2.647532709E0
5.914144575E1,-1.386232598E0,-8.566127077E-2,3.046288843E0
5.915142175E1,-1.517534749E0,-2.053105058E-1,2.986928494E0
5.916139775E1,-1.486404026E0,-1.824739127E-1,2.522300552E0
5.917137475E1,-1.510242978E0,-2.629158126E-1,1.720358434E0
5.918135075E1,-1.382016170E0,-4.759731482E-1,1.205549687E0
5.919132675E1,-1.532522624E0,-3.919574301E-1,1.134277976E0
5.920130375E1,-1.578195518E0,-2.204466082E-1,1.239003362E0
5.921127975E1,-1.359328535E0,-1.602604866E-1,1.536508525E0
5.922125575E1,-1.211214835E0,-1.177361722E-1,1.839712384E0
5.923123175E1,-1.260341899E0,-1.918873452E-1,1.755027745E0
5.924120875E1,-1.227813692E0,-3.746767151E-1,1.450043408E0
5.925118475E1,-1.013878397E0,-6.150851329E-1,1.232434600E0
5.926116075E1,-8.601109506E-1,-6.732488488E-1,1.292146366E0
5.927113775E1,-6.862829503E-1,-6.663038184E-1,1.472318376E0
5.928111375E1,-5.222466607E-1,-7.211110863E-1,1.465381824E0
5.929108975E1,-5.371797551E-1,-7.397153185E-1,1.168815140E0
5.930106675E1,-6.254923727E-1,-7.343994686E-1,6.791850883E-1
5.931104275E1,-6.034475657E-1,-6.983893910E-1,8.298953176E-2
5.932101875E1,-4.511723292E-1,-5.742268364E-1,-4.835436845E-1
5.933099575E1,-1.774014166E-1,-4.176669064E-1,-9.287161857E-1
5.934097175E1,1.218429367E-1,-2.037577777E-1,-1.401540170E0
5.935094775E1,4.279042116E-1,7.016527221E-2,-1.917065785E0
5.936092475E1,7.027698326E-1,2.483309564E-1,-2.456571416E0
5.937090075E1,8.251754451E-1,2.307922330E-1,-2.941258816E0
5.938087675E1,5.699433855E-1,2.141855559E-1,-3.114091401E0
5.939085275E1,1.915175636E-1,2.359524009E-1,-3.082567892E0
5.940082975E1,-8.767351694E-4,1.700516492E-1,-2.949557769E0
5.941080575E1,2.116919011E-1,1.715850815E-2,-2.829821995E0
5.942078175E1,6.486055391E-1,-1.343178526E-2,-2.603421898E0
5.943075875E1,6.787341218E-1,5.289186627E-2,-2.310689818E0
5.944073475E1,5.132842313E-1,-5.420412764E-2,-2.099678423E0
5.945071075E1,5.300551787E-1,-2.066139963E-1,-1.816372054E0
5.946068775E1,3.647082723E-1,-1.638449760E-1,-1.357043443E0
5.947066375E1,2.727405967E-1,-3.686669469E-2,-9.137397122E-1
5.948063975E1,5.946404530E-1,-5.810655937E-2,-5.271539730E-1
5.949061575E1,7.952328770E-1,9.461233467E-3,-1.544267195E-1
5.950059275E1,9.749196412E-1,-4.164401606E-2,1.766478932E-1
5.951056875E1,9.525543337E-1,-1.205969225E-1,4.789466035E-1
5.952054475E1,8.554670919E-1,-4.104011562E-1,6.558488506E-1
5.953052175E1,5.387604768E-1,-5.575220722E-1,7.489768696E-1
5.954049775E1,4.668409668E-1,-5.655713493E-1,6.504132789E-1
5.955047375E1,5.469667516E-1,-5.383032976E-1,3.227323902E-1
5.956045075E1,7.018706770E-1,-5.455208082E-1,-8.160023332E-2
5.957042675E1,6.897710337E-1,-4.492968348E-1,-3.019917315E-1
5.958040275E1,7.176433220E-1,-3.622747707E-1,-2.906779540E-1
5.959037975E1,7.913082989E-1,-3.254174316E-1,-2.824672937E-2
5.960035575E1,6.719341754E-1,-3.994184773E-1,5.499259543E-1
5.961033175E1,3.864899180E-1,-6.391240597E-1,1.200578384E0
5.962030775E1,7.353648439E-2,-1.108826069E0,1.820836403E0
5.963028475E1,-1.944235750E-1,-1.576281432E0,2.442594817E0
5.964026075E1,-3.486037613E-1,-1.727939641E0,3.064591212E0
5.965023675E1,-2.920280761E-1,-1.694637994E0,3.483088716E0
5.966021375E1,-1.692514578E-1,-1.510135536E0,3.808050064E0
5.967018975E1,2.191064264E-1,-1.375615954E0,3.840029072E0
5.968016575E1,7.179161677E-1,-1.287476780E0,3.497997361E0
5.969014275E1,1.186593306E0,-1.177786157E0,2.714143020E0
5.970011875E1,1.381081201E0,-9.652503931E-1,1.781274142E0
5.971009475E1,1.285451158E0,-6.042642025E-1,9.741566527E-1
5.972007075E1,1.281410001E0,-3.626366403E-1,5.172025967E-1
5.973004775E1,1.208719024E0,-1.888534442E-1,1.821618176E-1
5.974002375E1,1.035306907E0,-4.940933771E-2,-1.757982928E-1
5.974999975E1,9.828993364E-1,4.956224240E-2,-5.401160806E-1
5.975997675E1,1.141458429E0,1.842602371E-1,-8.023765665E-1
5.976995275E1,1.403933727E0,2.894754741E-1,-9.150588441E-1
5.977992875E1,1.570161736E0,4.256857049E-1,-9.196237653E-1
5.978990575E1,1.537699164E0,4.943111859E-1,-8.856216216E-1
5.979988175E1,1.420495235E0,4.047754770E-1,-9.906411231E-1
5.980985775E1,1.092516138E0,3.545173428E-1,-1.169360100E0
5.981983375E1,6.666883459E-1,3.339637220E-1,-1.354622111E0
5.982981075E1,2.779257613E-1,2.408517098E-1,-1.462237192E0
5.983978675E1,3.110046297E-2,1.253762904E-1,-1.678088912E0
5.984976275E1,-8.892664835E-2,9.320432514E-2,-2.008492849E0
5.985973975E1,-1.873284904E-1,2.056774186E-1,-2.356643670E0
5.986971575E1,-2.238164317E-1,3.631470291E-1,-2.605646179E0
5.987969175E1,-8.083622150E-2,5.488110365E-1,-2.573774761E0
5.988966775E1,1.376990050E-1,7.741248670E-1,-2.283755203E0
5.989964475E1,2.168348562E-1,9.804370008E-1,-2.046713174E0
5.990962075E1,1.817164790E-1,1.094882068E0,-2.042334779E0
5.991959675E1,-3.805996522E-2,1.072929647E0,-2.305189342E0
5.992957375E1,-3.729215272E-1,1.038953962E0,-2.505226682E0
5.993954975E1,-6.975517043E-1,9.803765552E-1,-2.373234560E0
5.994952613E1,-1.016410606E0,8.506886742E-1,-1.921817232E0
5.995950313E1,-1.352968811E0,7.317711452E-1,-1.276059507E0
5.996947913E1,-1.699205839E0,7.033096768E-1,-6.670544547E-1
5.997945513E1,-1.924229794E0,6.155018201E-1,-3.832276833E-1
5.998943113E1,-2.009598557E0,5.387504634E-1,-2.886109632E-1
5.999940813E1,-1.813160763E0,5.995544896E-1,-2.873245758E-1
6.000938413E1,-1.325389834E0,7.465684745E-1,-1.711345536E-1
6.001936013E1,-9.893513735E-1,1.013096697E0,4.930898488E-2
6.002933713E1,-1.072875925E0,1.192055921E0,2.907966524E-1
6.003931313E1,-1.326664673E0,1.147566285E0,5.894531322E-1
6.004928913E1,-1.781675261E0,1.199887390E0,9.769124454E-1
6.005926513E1,-2.039709964E0,1.361959782E0,1.189613686E0
6.006924212E1,-2.072011737E0,1.531882354E0,1.171201388E0
6.007921812E1,-2.074142463E0,1.536000841E0,1.064190325E0
6.008919413E1,-1.905522797E0,1.391015766E0,9.805008817E-1
6.009917113E1,-1.351011602E0,1.224924875E0,1.001650845E0
6.010914713E1,-1.098487680E0,1.009183740E0,1.315519441E0
6.011912313E1,-1.265300337E0,7.409800713E-1,1.886841527E0
6.012909913E1,-1.705776940E0,4.105940413E-1,2.553961471E0
6.013907613E1,-2.128144861E0,1.502373357E-1,3.370663716E0
6.014905213E1,-2.263664463E0,-1.468444157E-1,3.983946006E0
6.015902813E1,-2.166430091E0,-3.132786119E-1,4.355489198E0
6.016900513E1,-1.775785799E0,-3.242083005E-1,4.359070033E0
6.017898113E1,-1.254205830E0,-2.717227426E-1,3.954470776E0
6.018895713E1,-7.279023349E-1,-1.360690206E-1,3.343154320E0
6.019893313E1,-4.480511951E-1,-1.309118494E-2,2.776498312E0
6.020891013E1,-4.861259611E-1,-2.126434989E-2,2.431952884E0
6.021888613E1,-6.846955043E-1,-2.135656779E-1,2.192435144E0
6.022886213E1,-8.204837854E-1,-5.498455551E-1,1.957387599E0
6.023883912E1,-8.658450226E-1,-6.471653699E-1,1.466495719E0
6.024881512E1,-7.110179150E-1,-5.299697728E-1,8.388368797E-1
6.025879113E1,-4.389618446E-1,-4.226711728E-1,1.780021083E-1
6.026876713E1,-2.390984587E-1,-3.509122420E-1,-2.431798518E-1
6.027874413E1,-2.397130742E-1,-3.312437434E-1,-3.682915556E-1
6.028872013E1,-1.902413174E-1,-3.678556457E-1,-3.905524904E-1
6.029869613E1,-8.022588182E-2,-3.685960494E-1,-4.881577224E-1
6.030867313E1,-6.553880900E-2,-4.049783023E-1,-9.464075214E-1
6.031864913E1,7.878012121E-2,-4.592907496E-1,-1.662803121E0
6.032862513E1,2.006105138E-1,-4.917373878E-1,-2.334523653E0
6.033860112E1,2.858890112E-2,-4.917553680E-1,-2.817693116E0
6.034857813E1,-1.477030428E-1,-5.267068072E-1,-2.960376288E0
6.035855413E1,1.085181098E-1,-4.717381561E-1,-2.720289028E0
6.036853013E1,4.171323247E-1,-2.247557138E-1,-2.347244856E0
6.037850713E1,6.491644599E-1,-1.162280291E-3,-2.204583319E0
6.038848313E1,8.078021979E-1,4.734841347E-2,-2.439066022E0
6.039845913E1,7.531081467E-1,-2.132684201E-2,-2.703177736E0
6.040843513E1,6.518804915E-1,-1.351325159E-1,-2.855220546E0
6.041841213E1,5.887873901E-1,-2.342657715E-1,-2.768413952E0
6.042838813E1,6.218282881E-1,-3.599231668E-1,-2.663814281E0
6.043836413E1,7.493024133E-1,-4.018608592E-1,-2.577519318E0
6.044834113E1,8.360313126E-1,-3.700268631E-1,-2.472593957E0
6.045831713E1,7.965841685E-1,-3.584122463E-1,-2.261007196E0
6.046829313E1,6.226741610E-1,-2.902489145E-1,-1.815696700E0
6.047826913E1,4.730154072E-1,-2.397074828E-1,-1.027732936E0
6.048824613E1,5.122377259E-1,-2.445616950E-1,-7.126118660E-2
6.049822213E1,4.131188690E-1,-3.200154814E-1,6.895709127E-1
6.050819812E1,3.203626598E-1,-4.840592627E-1,1.014707093E0
6.051817412E1,3.095922348E-1,-7.114038312E-1,1.024045097E0
6.052815113E1,4.260745447E-1,-7.999660519E-1,8.749364197E-1
6.053812713E1,8.213460305E-1,-8.258448051E-1,6.117052960E-1
6.054810313E1,1.113151181E0,-5.908639191E-1,2.609366763E-1
6.055808013E1,1.449545810E0,-2.577598840E-1,-6.770315588E-2
6.056805613E1,1.660346998E0,-1.862034130E-1,-1.489461243E-1
6.057803213E1,1.480360929E0,-2.061317472E-1,4.251393557E-2
6.058800813E1,1.341234034E0,-2.478582090E-1,4.502625024E-1
6.059798513E1,1.131313876E0,-4.841123262E-1,1.113130351E0
6.060796113E1,6.712914202E-1,-8.182384546E-1,1.957367134E0
6.061793713E1,1.947255106E-1,-1.093341180E0,2.584944112E0
6.062791413E1,2.019796394E-2,-1.091128886E0,2.960775653E0
6.063789013E1,2.045690057E-1,-1.131414009E0,2.850832796E0
6.064786613E1,3.523590624E-1,-1.006890535E0,2.450713091E0
6.065784213E1,6.600114103E-1,-9.426268579E-1,1.970195341E0
6.066781913E1,9.566831258E-1,-9.878107783E-1,1.788796000E0
6.067779512E1,9.573600872E-1,-1.028612649E0,2.037380433E0
6.068777112E1,8.194811341E-1,-1.155330656E0,2.526401789E0
6.069774712E1,7.016679248E-1,-1.246575360E0,2.814059072E0
6.070772413E1,7.125861382E-1,-1.216378657E0,2.712856632E0
6.071770013E1,7.421642055E-1,-1.054683483E0,2.341019325E0
6.072767613E1,8.655256185E-1,-7.412530632E-1,1.671203815E0
6.073765313E1,9.985527713E-1,-3.458269916E-1,7.613589334E-1
6.074762913E1,1.184941102E0,1.702811524E-2,-1.871220106E-1
6.075760513E1,1.396075947E0,3.380455901E-1,-1.135299484E0
6.076758113E1,1.674885807E0,6.194599465E-1,-1.936425916E0
6.077755813E1,1.833611838E0,8.764941180E-1,-2.575354094E0
6.078753413E1,1.781696018E0,1.069790861E0,-2.861058406E0
6.079751013E1,1.432793830E0,1.046301719E0,-2.614881856E0
6.080748613E1,7.248489189E-1,8.840906013E-1,-1.729080725E0
6.081746313E1,-4.109613195E-2,5.747976708E-1,-7.948178709E-1
6.082743913E1,-5.943501022E-1,2.326803721E-1,-1.815870363E-1
