"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.107612454E2,6.507562898E1,2.552392092E1,2.031407874E1,1.047734971E0,2.953271179E2,4.748651496E0,5.067761335E0
2.117612370E2,6.507563621E1,2.552388471E1,2.011381073E1,1.343159394E0,2.953271179E2,4.748651491E0,4.944880360E0
2.127612280E2,6.507564208E1,2.552385531E1,1.978154451E1,1.358534344E0,2.953271179E2,4.748651488E0,4.920008116E0
2.137612189E2,6.507564817E1,2.552382484E1,1.954278594E1,1.367914270E0,2.953271179E2,4.748651483E0,4.860762288E0
2.147612103E2,6.507565503E1,2.552379044E1,1.969903929E1,1.487107219E0,2.953271179E2,4.748651477E0,4.795555605E0
2.157612015E2,6.507566181E1,2.552375741E1,1.980376248E1,1.571405515E0,2.965899963E2,4.748651473E0,5.221081319E0
2.167611929E2,6.507566949E1,2.552372109E1,1.993493743E1,1.568197005E0,2.969543152E2,4.748651459E0,5.309514518E0
2.177611851E2,6.507567712E1,2.552368555E1,2.024514752E1,1.561619889E0,2.969543152E2,4.748651448E0,5.365966641E0
2.187611759E2,6.507568389E1,2.552365389E1,2.032773954E1,1.568608446E0,2.968158569E2,4.748651449E0,5.422309586E0
2.197611681E2,6.507569143E1,2.552361855E1,2.055718755E1,1.549378737E0,2.968158569E2,4.748651463E0,5.497974924E0
2.207611592E2,6.507569874E1,2.552358429E1,2.051301767E1,1.557560679E0,2.968158569E2,4.748651456E0,5.472180827E0
2.217611506E2,6.507570528E1,2.552355360E1,2.042502015E1,1.565422913E0,2.968158569E2,4.748651437E0,5.504886897E0
2.227611417E2,6.507571202E1,2.552352198E1,2.066865208E1,1.571277042E0,2.968158569E2,4.748651445E0,5.504124331E0
2.237611327E2,6.507571925E1,2.552348810E1,2.079939866E1,1.574386047E0,2.968158569E2,4.748651430E0,5.520175868E0
2.247611237E2,6.507572626E1,2.552345522E1,2.081039859E1,1.574542367E0,2.968158569E2,4.748651445E0,5.568770980E0
2.257611156E2,6.507573272E1,2.552342492E1,2.089820927E1,1.562443653E0,2.968158569E2,4.748651421E0,5.648721347E0
2.267611066E2,6.507574014E1,2.552339002E1,2.091699151E1,1.534441443E0,2.967556152E2,4.748651440E0,5.685644632E0
2.277610986E2,6.507574609E1,2.552336204E1,2.120267043E1,1.539290709E0,2.967556152E2,4.748651410E0,5.730764180E0
2.287610893E2,6.507575245E1,2.552333213E1,2.140558996E1,1.552480633E0,2.967556152E2,4.748651434E0,5.736571494E0
2.297610813E2,6.507575918E1,2.552330048E1,2.147630064E1,1.548106608E0,2.967556152E2,4.748651431E0,5.786809925E0
2.307610723E2,6.507576503E1,2.552327298E1,2.102728773E1,1.532573311E0,2.967556152E2,4.748651420E0,5.731140703E0
2.317610635E2,6.507577034E1,2.552324860E1,2.121058199E1,1.533116907E0,2.981533813E2,4.748651419E0,5.687667741E0
2.327610556E2,6.507577686E1,2.552321973E1,2.162039859E1,1.543540866E0,2.981533813E2,4.748651417E0,5.716800875E0
2.337610468E2,6.507578343E1,2.552319061E1,2.201663071E1,1.559696811E0,2.981533813E2,4.748651424E0,5.690588277E0
2.347610383E2,6.507579021E1,2.552316062E1,2.214219721E1,1.552751972E0,2.981533813E2,4.748651424E0,5.670615329E0
2.357610288E2,6.507579682E1,2.552313135E1,2.271060380E1,1.525926871E0,2.981533813E2,4.748651425E0,5.721443700E0
2.367610202E2,6.507580363E1,2.552310118E1,2.272150387E1,1.513139768E0,2.981533813E2,4.748651417E0,5.741579584E0
2.377610127E2,6.507581111E1,2.552306805E1,2.298997331E1,1.532600536E0,2.981533813E2,4.748651407E0,5.740657140E0
2.387610037E2,6.507581779E1,2.552303844E1,2.346714431E1,1.537946058E0,2.981533813E2,4.748651408E0,5.766498127E0
2.397609953E2,6.507582279E1,2.552301692E1,2.384206273E1,1.505914480E0,3.024347839E2,4.748651423E0,5.774303987E0
2.407609855E2,6.507583037E1,2.552298863E1,2.414040236E1,1.518522406E0,3.024347839E2,4.748651405E0,5.685204974E0
2.417609775E2,6.507583757E1,2.552296178E1,2.446445779E1,1.551041382E0,3.024347839E2,4.748651422E0,5.645369491E0
2.427609686E2,6.507584393E1,2.552293806E1,2.462386023E1,1.520639454E0,3.024347839E2,4.748651419E0,5.691840590E0
2.437609596E2,6.507585206E1,2.552290772E1,2.461597196E1,1.524444016E0,3.024347839E2,4.748651380E0,5.792799642E0
2.447609514E2,6.507586174E1,2.552287021E1,2.448032658E1,1.539821491E0,2.964556885E2,4.748651370E0,5.778133619E0
2.457609435E2,6.507586789E1,2.552284096E1,2.428777234E1,1.541457207E0,2.964556885E2,4.748651395E0,5.745784052E0
2.467609344E2,6.507587329E1,2.552281522E1,2.439412696E1,1.545518299E0,2.964556885E2,4.748651400E0,5.831722236E0
2.477609257E2,6.507587971E1,2.552278456E1,2.430040863E1,1.540507608E0,2.963455811E2,4.748651377E0,5.870041034E0
2.487609175E2,6.507588513E1,2.552275859E1,2.386540823E1,1.512001821E0,2.963455811E2,4.748651375E0,5.858845188E0
2.497609085E2,6.507589149E1,2.552272814E1,2.380196888E1,1.507337718E0,2.963455811E2,4.748651332E0,6.515642427E0
2.507608998E2,6.507589721E1,2.552270078E1,2.402429040E1,1.520995584E0,2.963455811E2,4.748651303E0,6.950078989E0
2.517608916E2,6.507590465E1,2.552266516E1,2.454627260E1,1.533997890E0,2.963455811E2,4.748651339E0,7.081674424E0
2.527608835E2,6.507591126E1,2.552263355E1,2.492381893E1,1.538676636E0,2.963455811E2,4.748651344E0,7.086775058E0
2.537608739E2,6.507591662E1,2.552260788E1,2.466107330E1,1.539050126E0,2.963455811E2,4.748651342E0,6.930491169E0
2.547608650E2,6.507592235E1,2.552258045E1,2.440137123E1,1.534447404E0,2.963455811E2,4.748651329E0,7.035243941E0
2.557608563E2,6.507592806E1,2.552255313E1,2.411632812E1,1.539779794E0,2.963455811E2,4.748651328E0,7.075730956E0
2.567608478E2,6.507593495E1,2.552252017E1,2.480045149E1,1.558311319E0,2.977490234E2,4.748651297E0,7.132003533E0
2.577608395E2,6.507594141E1,2.552249106E1,2.462942724E1,1.543816913E0,2.977490234E2,4.748651323E0,7.026121238E0
2.587621539E2,6.507594837E1,2.552245971E1,2.468010973E1,1.549383342E0,2.977490234E2,4.748651355E0,6.972013044E0
2.597621610E2,6.507595551E1,2.552242752E1,2.452973796E1,1.544537003E0,2.977490234E2,4.748651355E0,6.967859871E0
2.607621477E2,6.507596142E1,2.552240092E1,2.450742976E1,1.543323158E0,2.977490234E2,4.748651353E0,6.999893972E0
2.617621484E2,6.507596791E1,2.552237169E1,2.455351677E1,1.544163023E0,2.977490234E2,4.748651323E0,6.968039110E0
2.627621468E2,6.507597396E1,2.552234440E1,2.431995234E1,1.535438064E0,2.977490234E2,4.748651364E0,6.964351971E0
2.637621255E2,6.507598032E1,2.552231575E1,2.403566115E1,1.544422514E0,2.977490234E2,4.748651353E0,7.095880595E0
2.647621206E2,6.507598699E1,2.552228573E1,2.438879420E1,1.553727218E0,2.977490234E2,4.748651359E0,7.053119364E0
2.657621129E2,6.507599263E1,2.552226031E1,2.439649417E1,1.557510489E0,2.977490234E2,4.748651365E0,7.164363130E0
2.667620921E2,6.507599910E1,2.552223115E1,2.442284980E1,1.540751535E0,2.977490234E2,4.748651367E0,7.099878647E0
2.677620938E2,6.507600593E1,2.552220041E1,2.451857201E1,1.528958932E0,2.977490234E2,4.748651374E0,7.070192423E0
2.687620878E2,6.507601204E1,2.552216894E1,2.490011550E1,1.527756250E0,2.959015503E2,4.748651392E0,6.950060369E0
2.697620668E2,6.507601796E1,2.552214005E1,2.491768678E1,1.549747700E0,2.959015503E2,4.748651396E0,6.930611645E0
2.707620653E2,6.507602342E1,2.552211338E1,2.461879477E1,1.536236595E0,2.959015503E2,4.748651391E0,6.635629719E0
2.717620656E2,6.507602985E1,2.552208201E1,2.471146911E1,1.549680567E0,2.959015503E2,4.748651389E0,6.566899195E0
2.727620467E2,6.507603565E1,2.552205367E1,2.477720061E1,1.537557394E0,2.959015503E2,4.748651404E0,6.497439054E0
2.737620270E2,6.507604188E1,2.552202330E1,2.493216862E1,1.531827266E0,2.959015503E2,4.748651414E0,6.319812757E0
2.747620078E2,6.507604777E1,2.552199454E1,2.479539297E1,1.548060926E0,2.959015503E2,4.748651405E0,6.257212708E0
2.757619890E2,6.507605375E1,2.552196533E1,2.456122689E1,1.541239481E0,2.959015503E2,4.748651403E0,6.154479600E0
2.767619696E2,6.507606039E1,2.552193293E1,2.471990321E1,1.547173695E0,2.959015503E2,4.748651406E0,6.136808262E0
2.777619519E2,6.507606661E1,2.552190201E1,2.488489544E1,1.546415893E0,2.954707947E2,4.748651411E0,5.974930501E0
2.787619349E2,6.507607245E1,2.552187291E1,2.471400821E1,1.541902310E0,2.954707947E2,4.748651413E0,5.978436710E0
2.797619184E2,6.507607815E1,2.552184456E1,2.466308043E1,1.544891939E0,2.954707947E2,4.748651390E0,6.014630930E0
2.807619014E2,6.507608339E1,2.552181848E1,2.487584184E1,1.534317238E0,2.954707947E2,4.748651426E0,5.952930491E0
2.817618850E2,6.507608981E1,2.552178656E1,2.509158166E1,1.535044843E0,2.954707947E2,4.748651427E0,5.864171488E0
2.827618686E2,6.507609491E1,2.552177140E1,2.452499600E1,1.513663562E0,2.954707947E2,4.748651460E0,5.828517888E0
2.837618537E2,6.507610465E1,2.552176212E1,2.411256737E1,1.515911554E0,2.954707947E2,4.748651455E0,5.954437920E0
2.847618387E2,6.507610717E1,2.552174960E1,2.403288804E1,1.508877430E0,3.394556570E2,4.748651464E0,6.006114229E0
2.857618241E2,6.507610800E1,2.552174546E1,2.391575064E1,1.531131384E0,3.510064540E2,4.748651471E0,6.081810597E0
2.867618090E2,6.507611214E1,2.552174956E1,2.395751115E1,1.529732581E0,1.443566518E0,4.748651503E0,6.143805292E0
2.877617946E2,6.507611857E1,2.552176024E1,2.345140542E1,1.522767824E0,1.343285150E1,4.748651509E0,6.176142983E0
2.887617807E2,6.507612649E1,2.552178175E1,2.255381472E1,1.519580182E0,2.030035693E1,4.748651481E0,6.243644465E0
2.897617670E2,6.507613787E1,2.552180340E1,2.265959876E1,1.544846614E0,2.408316293E1,4.748651461E0,6.331413995E0
2.907617537E2,6.507615224E1,2.552182647E1,2.244634287E1,1.545881959E0,2.535544217E1,4.748651451E0,6.398607543E0
2.917617406E2,6.507620586E1,2.552195758E1,2.224376993E1,1.535050489E0,2.741186758E1,4.748651440E0,6.381800660E0
2.927617282E2,6.507621762E1,2.552198202E1,2.243418045E1,1.518135286E0,2.180090714E1,4.748651416E0,6.512664903E0
2.937617148E2,6.507623081E1,2.552200634E1,2.251696188E1,1.523349150E0,2.180090714E1,4.748651401E0,6.637207554E0
2.947617017E2,6.507624390E1,2.552202622E1,2.274903866E1,1.535874508E0,2.180090714E1,4.748651392E0,6.692483755E0
2.957616897E2,6.507625642E1,2.552204408E1,2.267126310E1,1.529480147E0,2.180090714E1,4.748651401E0,6.751298517E0
2.967616769E2,6.507627077E1,2.552205768E1,2.285912708E1,1.550640801E0,2.180090714E1,4.748651368E0,6.815608796E0
2.977616643E2,6.507627712E1,2.552210126E1,2.289576556E1,1.548908878E0,2.707813263E1,4.748651359E0,6.887246444E0
2.987616532E2,6.507629072E1,2.552211774E1,2.338724631E1,1.527392799E0,2.707813263E1,4.748651344E0,7.053729096E0
2.997616414E2,6.507630376E1,2.552213354E1,2.316662535E1,1.543454477E0,2.707813263E1,4.748651342E0,7.043987117E0
3.007616289E2,6.507631723E1,2.552214987E1,2.371844052E1,1.550076504E0,2.707813263E1,4.748651320E0,7.054981541E0
3.017616168E2,6.507632947E1,2.552216470E1,2.409765701E1,1.543190313E0,2.709679985E1,4.748651285E0,7.041425023E0
3.027616057E2,6.507634250E1,2.552218051E1,2.419166807E1,1.551427542E0,2.709679985E1,4.748651321E0,7.071657828E0
3.037615942E2,6.507635594E1,2.552219681E1,2.463080771E1,1.541366824E0,2.709679985E1,4.748651281E0,7.083739736E0
3.047615826E2,6.507636922E1,2.552221291E1,2.491834001E1,1.533963522E0,2.709679985E1,4.748651315E0,7.007303052E0
3.057615710E2,6.507638250E1,2.552222902E1,2.476909576E1,1.520797022E0,2.709679985E1,4.748651293E0,6.915008923E0
3.067615594E2,6.507639486E1,2.552224400E1,2.503181267E1,1.518876283E0,2.709679985E1,4.748651267E0,6.937105347E0
3.077615488E2,6.507640825E1,2.552226016E1,2.542663963E1,1.508024093E0,2.683657455E1,4.748651284E0,6.801104236E0
3.087615372E2,6.507642119E1,2.552227568E1,2.548668076E1,1.441081995E0,2.683657455E1,4.748651290E0,6.865481439E0
3.097615268E2,6.507643525E1,2.552229254E1,2.598992462E1,1.511117251E0,2.683657455E1,4.748651262E0,6.981084540E0
3.107615156E2,6.507644937E1,2.552230947E1,2.628046712E1,1.548053145E0,2.683657455E1,4.748651240E0,7.103271500E0
3.117615037E2,6.507646251E1,2.552232523E1,2.610106081E1,1.532749037E0,2.683657455E1,4.748651219E0,7.068844362E0
3.127614933E2,6.507647445E1,2.552234117E1,2.655646688E1,1.546067447E0,2.817452049E1,4.748651227E0,7.043662535E0
3.137614825E2,6.507648672E1,2.552235675E1,2.652049029E1,1.541503284E0,2.817452049E1,4.748651247E0,7.131830887E0
3.147614714E2,6.507649948E1,2.552237295E1,2.671016936E1,1.537058197E0,2.817452049E1,4.748651237E0,7.142278642E0
3.157614603E2,6.507651195E1,2.552238878E1,2.701391022E1,1.526541431E0,2.817452049E1,4.748651185E0,7.239057851E0
3.167614502E2,6.507652461E1,2.552240485E1,2.686750198E1,1.550392295E0,2.817452049E1,4.748651179E0,7.246283901E0
3.177614397E2,6.507653786E1,2.552242167E1,2.699180271E1,1.545509813E0,2.817452049E1,4.748651232E0,7.278150713E0
3.187614282E2,6.507654857E1,2.552243528E1,2.598229430E1,1.405640086E0,2.821696663E1,4.748651262E0,7.162141023E0
3.197614176E2,6.507655613E1,2.552244489E1,2.504092757E1,1.352903081E0,2.821696663E1,4.748651253E0,7.636481892E0
3.207614070E2,6.507656610E1,2.552245757E1,2.454009690E1,1.447673775E0,2.821696663E1,4.748651198E0,7.878044438E0
3.217613980E2,6.507657666E1,2.552247099E1,2.408925679E1,1.504669980E0,2.821696663E1,4.748651134E0,8.321401509E0
3.227613863E2,6.507658701E1,2.552248416E1,2.399272703E1,1.514271396E0,2.821696663E1,4.748651116E0,8.598489044E0
3.237613753E2,6.507659795E1,2.552249808E1,2.377746062E1,1.506694282E0,2.821696663E1,4.748651037E0,8.640833092E0
3.247613651E2,6.507661031E1,2.552251380E1,2.413561056E1,1.533521068E0,2.821696663E1,4.748651032E0,8.807937408E0
3.257613544E2,6.507662146E1,2.552252797E1,2.396397538E1,1.518871717E0,2.821696663E1,4.748651136E0,8.679318455E0
3.267613444E2,6.507663375E1,2.552254296E1,2.407868580E1,1.482358971E0,2.618958855E1,4.748651161E0,8.435875518E0
3.277613338E2,6.507664431E1,2.552255526E1,2.367065931E1,1.437912014E0,2.618958855E1,4.748651089E0,8.430111290E0
3.287613239E2,6.507665687E1,2.552256991E1,2.339119453E1,1.480559152E0,2.618958855E1,4.748651046E0,8.455420492E0
3.297613128E2,6.507667097E1,2.552258634E1,2.392478424E1,1.511633480E0,2.618731689E1,4.748651106E0,8.395249798E0
3.307613028E2,6.507668358E1,2.552260105E1,2.426210271E1,1.522652728E0,2.618731689E1,4.748651009E0,8.504082419E0
3.317612923E2,6.507669386E1,2.552261302E1,2.382271907E1,1.467178840E0,2.618731689E1,4.748651093E0,7.921816107E0
3.327612824E2,6.507670553E1,2.552262663E1,2.364639503E1,1.388130228E0,2.618731689E1,4.748651192E0,7.568596043E0
3.337612721E2,6.507671724E1,2.552264027E1,2.338377089E1,1.354144717E0,2.618731689E1,4.748651104E0,7.999076787E0
3.347612611E2,6.507672800E1,2.552265322E1,2.342563331E1,1.437290399E0,2.618731689E1,4.748651183E0,7.646700967E0
3.357612516E2,6.507673960E1,2.552266635E1,2.370674781E1,1.489583839E0,2.618731689E1,4.748651113E0,7.651945218E0
3.367612410E2,6.507675167E1,2.552268041E1,2.401876067E1,1.518478052E0,2.618731689E1,4.748651032E0,8.443805217E0
3.377612313E2,6.507676321E1,2.552269386E1,2.450773223E1,1.453916171E0,2.618731689E1,4.748651098E0,8.305869865E0
3.387612208E2,6.507677498E1,2.552270688E1,2.526969032E1,1.397277054E0,2.510400963E1,4.748651089E0,8.620440975E0
3.397612109E2,6.507678236E1,2.552271522E1,2.485251091E1,1.133813976E0,2.651473236E1,4.748651271E0,7.819585696E0
3.407612003E2,6.507679275E1,2.552272751E1,2.478826974E1,1.140109039E0,2.651473236E1,4.748651288E0,7.584774459E0
3.417611898E2,6.507680574E1,2.552274287E1,2.509585964E1,1.264335743E0,2.651473236E1,4.748651247E0,7.602696936E0
3.427611793E2,6.507681530E1,2.552275417E1,2.523481331E1,1.147553758E0,2.651473236E1,4.748651295E0,7.388188831E0
3.437611700E2,6.507682847E1,2.552276975E1,2.503184834E1,1.278315392E0,2.651473236E1,4.748651267E0,7.201083263E0
3.447611588E2,6.507684085E1,2.552278438E1,2.519597546E1,1.343393082E0,2.651473236E1,4.748651246E0,7.247008678E0
3.457611488E2,6.507685224E1,2.552279786E1,2.532913860E1,1.359229077E0,2.651473236E1,4.748651249E0,7.103891918E0
3.467611388E2,6.507686292E1,2.552281048E1,2.536065083E1,1.322839027E0,2.651473236E1,4.748651259E0,7.022419688E0
3.477611284E2,6.507687184E1,2.552282103E1,2.511869071E1,1.300729658E0,2.651473236E1,4.748651264E0,7.057420870E0
3.487611189E2,6.507688293E1,2.552283415E1,2.527543232E1,1.275749197E0,2.651473236E1,4.748651269E0,6.994500603E0
3.497611085E2,6.507689289E1,2.552284593E1,2.515768630E1,1.325886947E0,2.651473236E1,4.748651259E0,6.946743372E0
3.507610981E2,6.507690805E1,2.552286385E1,2.600673918E1,1.472027438E0,2.651473236E1,4.748651228E0,6.931402597E0
3.517610885E2,6.507691991E1,2.552287788E1,2.625969323E1,1.488098420E0,2.651473236E1,4.748651208E0,7.139343011E0
3.527610780E2,6.507693260E1,2.552289321E1,2.677000417E1,1.499773753E0,2.728387260E1,4.748651174E0,7.535365870E0
3.537610679E2,6.507694660E1,2.552291033E1,2.756142159E1,1.499353327E0,2.728387260E1,4.748651171E0,7.692169586E0
3.545356255E2,6.507697235E1,2.552289594E1,2.850329887E1,4.104266010E-1,NaN,4.748651531E0,6.258215767E0
3.546290196E2,6.507697252E1,2.552290028E1,2.850329887E1,NaN,NaN,2.260667439E1,6.261253474E0
3.550428975E2,6.507696600E1,2.552260959E1,2.008329596E1,NaN,NaN,1.739729431E1,3.000000000E1
3.551195216E2,6.507691904E1,2.552287587E1,1.955389404E1,0.000000000E0,NaN,3.464745722E0,3.000000000E0
3.565505127E2,6.507691771E1,2.552288363E1,1.956951904E1,0.000000000E0,NaN,3.213428528E0,3.000000000E0
3.575505025E2,6.507691738E1,2.552288600E1,1.958471680E1,0.000000000E0,NaN,3.514338252E0,3.000000000E0
3.585504921E2,6.507691735E1,2.552288664E1,1.960437012E1,0.000000000E0,NaN,3.534126171E0,3.000000000E0
3.595504828E2,6.507692106E1,2.552289081E1,2.017846680E1,4.499999881E-1,3.058593750E1,3.303398652E0,3.000000000E0
3.605504722E2,6.507693022E1,2.552289583E1,2.052050781E1,8.299999833E-1,2.728387260E1,3.535533906E0,3.000000000E0
3.615517088E2,6.507694158E1,2.552290414E1,2.093756104E1,8.299999833E-1,2.728387260E1,3.535533906E0,3.000000000E0
3.625517088E2,6.507695467E1,2.552291758E1,2.151104736E1,1.279999971E0,2.728387260E1,3.535533906E0,3.000000000E0
3.635516931E2,6.507696806E1,2.552293217E1,2.189562988E1,1.360000014E0,2.728387260E1,3.535533906E0,3.000000000E0
3.645516953E2,6.507698110E1,2.552294791E1,2.234197998E1,1.370000005E0,2.728387260E1,3.535533906E0,3.000000000E0
3.655516900E2,6.507699265E1,2.552296315E1,2.253320312E1,1.360000014E0,2.728387260E1,3.535533906E0,3.000000000E0
3.665516703E2,6.507700406E1,2.552297877E1,2.226873779E1,1.309999943E0,2.683114815E1,3.535533906E0,3.000000000E0
3.675516692E2,6.507701626E1,2.552299428E1,2.246978760E1,1.309999943E0,2.683114815E1,3.535533906E0,3.000000000E0
3.685516701E2,6.507702668E1,2.552300716E1,2.274748632E1,1.309999943E0,2.683114815E1,4.748651530E0,4.029364438E0
3.695516512E2,6.507704036E1,2.552302397E1,2.339959359E1,1.450000048E0,2.683114815E1,4.748651530E0,4.029364438E0
3.705516474E2,6.507705323E1,2.552303941E1,2.333856225E1,1.480000019E0,2.683114815E1,4.748651530E0,4.029364438E0
3.715516428E2,6.507706527E1,2.552305461E1,2.343817925E1,1.450000048E0,2.707891655E1,4.748651530E0,4.029364438E0
3.725516238E2,6.507707711E1,2.552306960E1,2.380506920E1,1.440000057E0,2.601563718E1,4.748651530E0,4.029364438E0
3.735516248E2,6.507708859E1,2.552308114E1,2.382649635E1,1.419999957E0,2.250001048E1,4.748651530E0,4.029364438E0
3.745516201E2,6.507710007E1,2.552308984E1,2.379640029E1,1.389999986E0,1.863282106E1,4.748651530E0,4.029364438E0
3.755515997E2,6.507711130E1,2.552310024E1,2.357094405E1,1.389999986E0,1.933594637E1,4.748651530E0,4.029364438E0
3.765515809E2,6.507712103E1,2.552311408E1,2.383589384E1,1.330000043E0,2.355469775E1,4.748651530E0,4.029364438E0
3.775515626E2,6.507713106E1,2.552313093E1,2.367983267E1,1.330000043E0,2.847657473E1,4.748651530E0,4.029364438E0
3.785515451E2,6.507714022E1,2.552315171E1,2.332589742E1,1.330000043E0,3.445313951E1,4.748651530E0,4.029364438E0
3.795515279E2,6.507714677E1,2.552317887E1,2.259923193E1,1.340000033E0,4.464845565E1,4.748651530E0,4.029364438E0
3.805515112E2,6.507715026E1,2.552321081E1,2.220611402E1,1.340000033E0,5.695314665E1,4.748651530E0,4.029364438E0
3.815514945E2,6.507715264E1,2.552324499E1,2.221156904E1,1.340000033E0,6.609377362E1,4.748651530E0,4.029364438E0
3.825514783E2,6.507715447E1,2.552328050E1,2.220212958E1,1.379999995E0,7.066408760E1,4.748651530E0,4.029364438E0
3.835514627E2,6.507715390E1,2.552331462E1,2.207752059E1,1.379999995E0,7.804690103E1,4.748651530E0,4.029364438E0
3.845514466E2,6.507715195E1,2.552335261E1,2.216799760E1,1.500000000E0,8.613284135E1,4.748651530E0,4.029364438E0
3.855514315E2,6.507714971E1,2.552338970E1,2.251134515E1,1.500000000E0,9.210940390E1,4.748651530E0,4.029364438E0
3.865514172E2,6.507714878E1,2.552342454E1,2.193605065E1,1.470000029E0,9.035159084E1,4.748651530E0,4.029364438E0
3.875514019E2,6.507714892E1,2.552345745E1,2.189547370E1,1.399999976E0,8.648440194E1,4.748651530E0,4.029364438E0
3.885513877E2,6.507718189E1,2.552354705E1,2.351948749E1,1.269988113E0,7.763375567E1,4.748651533E0,4.723369866E0
3.895513738E2,6.507719186E1,2.552355647E1,2.352734089E1,1.261593453E0,6.413448378E1,4.748651505E0,4.736013223E0
3.905513591E2,6.507719885E1,2.552357720E1,2.381792849E1,1.253874153E0,6.175933867E1,4.748651496E0,4.748021345E0
3.915513459E2,6.507721481E1,2.552358240E1,2.346021736E1,1.245421952E0,4.936990994E1,4.748651467E0,4.748967117E0
3.925513317E2,6.507722989E1,2.552360018E1,2.397739287E1,1.221749553E0,4.081657927E1,4.748651449E0,4.766757214E0
3.935513181E2,6.507723995E1,2.552360946E1,2.432803899E1,1.219172942E0,3.347822963E1,4.748651437E0,4.767389070E0
3.945513048E2,6.507725008E1,2.552360321E1,2.409267919E1,1.119615547E0,3.163842803E1,4.748651443E0,4.828697782E0
3.955512908E2,6.507725930E1,2.552361067E1,2.427473550E1,1.358662135E0,3.232746245E1,4.748651431E0,4.818355398E0
3.965512782E2,6.507727002E1,2.552361279E1,2.437391268E1,1.363839498E0,3.147306709E1,4.748651431E0,4.834336912E0
3.975512661E2,6.507728322E1,2.552361046E1,2.441726215E1,1.117253762E0,3.237847252E1,4.748651454E0,4.822000205E0
3.985512531E2,6.507729995E1,2.552360065E1,2.467359680E1,1.372541416E0,9.652517319E0,4.748651419E0,4.802523592E0
3.995512397E2,6.507731023E1,2.552359233E1,2.440504114E1,1.226950361E0,9.652517319E0,4.748651427E0,4.760093665E0
4.005512279E2,6.507732373E1,2.552358913E1,2.427387364E1,1.140292629E0,9.652517319E0,4.748651433E0,4.783343959E0
4.015512151E2,6.507733798E1,2.552358375E1,2.486607954E1,1.333699485E0,1.014331722E1,4.748651407E0,4.775987048E0
4.025512024E2,6.507734975E1,2.552358026E1,2.422603375E1,1.337698274E0,1.014331722E1,4.748651409E0,4.802839770E0
4.035511894E2,6.507735944E1,2.552359386E1,2.361874347E1,1.167988336E0,1.014331722E1,4.748651442E0,4.820803314E0
4.045511776E2,6.507736705E1,2.552361929E1,2.351103107E1,1.128290726E0,1.014331722E1,4.748651446E0,4.802913833E0
4.055511654E2,6.507737892E1,2.552362564E1,2.397807110E1,1.068879540E0,8.171138763E0,4.748651459E0,4.779299062E0
4.065511541E2,6.507738820E1,2.552363017E1,2.422847209E1,1.077942187E0,8.171138763E0,4.748651501E0,4.783791296E0
4.075511419E2,6.507739720E1,2.552362851E1,2.420122779E1,8.296224251E-1,8.171138763E0,4.748651539E0,4.770030859E0
4.085511298E2,6.507740168E1,2.552363004E1,2.413974930E1,1.399294996E0,8.171138763E0,4.748651543E0,4.912411580E0
4.095511175E2,6.507740380E1,2.552362872E1,2.377361273E1,8.659679499E-1,5.372789383E0,4.748651532E0,4.724298381E0
4.105511057E2,6.507741308E1,2.552365234E1,2.369448697E1,1.243005014E0,7.140562384E1,4.748651529E0,4.676901093E0
4.115510946E2,6.507740059E1,2.552366867E1,2.389605174E1,1.289119680E0,7.453465062E1,4.748651543E0,6.627935591E0
4.125510821E2,6.507740387E1,2.552369670E1,2.415598456E1,1.199973354E0,7.404455866E1,4.748651543E0,6.497708365E0
4.135510709E2,6.507740753E1,2.552372952E1,2.425593194E1,1.132649000E0,7.394522165E1,4.748651541E0,6.447403648E0
4.145510592E2,6.507741164E1,2.552376436E1,2.453168727E1,8.119650935E-1,7.304821679E1,4.748651540E0,6.637047782E0
4.155510477E2,6.507741698E1,2.552381147E1,2.436509794E1,1.100202797E0,7.246367253E1,4.748651533E0,6.473423041E0
4.165510355E2,6.507742552E1,2.552386439E1,2.491059127E1,1.218216781E0,7.139245328E1,4.748651527E0,6.461242928E0
4.175510244E2,6.507743086E1,2.552391208E1,2.551187020E1,1.039226157E0,6.717014482E1,4.748651510E0,6.439337970E0
4.185510135E2,6.507744320E1,2.552398672E1,2.582823159E1,1.281005505E0,6.801034434E1,4.748651510E0,6.441451360E0
4.195510014E2,6.507743757E1,2.552403433E1,2.566764283E1,8.606756819E-1,6.608929526E1,4.748651510E0,6.557973733E0
4.205509899E2,6.507744669E1,2.552406873E1,2.600841795E1,1.220401888E0,6.802244166E1,4.748651507E0,6.434395553E0
4.215509785E2,6.507745593E1,2.552409352E1,2.693895459E1,1.210295297E0,6.042240686E1,4.748651462E0,6.671699959E0
4.225509668E2,6.507746246E1,2.552411310E1,2.682625806E1,1.163565006E0,5.670622090E1,4.748651447E0,6.633481178E0
4.235509562E2,6.507747518E1,2.552412283E1,2.731207591E1,1.120949852E0,4.421751327E1,4.748651366E0,6.687873006E0
4.245509444E2,6.507748229E1,2.552412693E1,2.724584517E1,1.017417638E0,3.543897114E1,4.748651333E0,6.666385255E0
4.255509334E2,6.507749351E1,2.552413082E1,2.688588159E1,1.107692039E0,2.716232704E1,4.748651276E0,6.690508003E0
